31.6851168511685,35.1339764201501,31.8631178707224,30.282131661442,38.3333333333333,35.5723270440252,36.5043695380774,35.0736278447122,29.853249475891,34.4110275689223
34,32.5190839694656,32.9880478087649,30.4539559014267,32.7189988623436,30.6263982102908,32.8957528957529,31.4666666666667,31.9650655021834,31.0089399744572
39.7054886211513,36.1695906432749,30.8943089430894,30.2204928664073,36.5124555160142,31.8434343434343,33.743961352657,35.8743169398907,35.2217453505007,35.2673492605233
34.0740740740741,32.3888888888889,30.9243697478992,35.3191489361702,35.9289617486339,37.0044052863436,30.935441370224,37.4525745257453,35.2973720608575,34.052757793765
35.6652949245542,31.9844357976654,37.6470588235294,34.0921409214092,31.0548523206751,33.2773109243698,35.1272727272727,31.8828451882845,38.9080459770115,34.5454545454545
30.9895833333333,38.8319088319088,36.4938271604938,34.2528735632184,34.1106128550075,31.013431013431,34.2458808618504,34.2342342342342,36.8269230769231,34.5722713864307
35.7333333333333,32.0765027322404,32.6200274348422,31.4871794871795,35.7399723374827,31.030303030303,29.430303030303,33.8260869565217,39.0013495276653,35.3225806451613
36.3636363636364,33.4177215189873,29.845288326301,34.3452380952381,33.7222222222222,32.2988505747126,29.8039215686275,29.0867579908676,34.3564356435644,32.7038626609442
31.8087855297158,35.0574712643678,35.632183908046,34.8444444444444,27.8382147838215,37.0056497175141,31.5202231520223,33.5310734463277,29.7258297258297,35.1440329218107
34.9107142857143,32.408293460925,35.3205128205128,35.9057971014493,34.6537842190016,32.1159420289855,35.7357357357357,35.4285714285714,39.640522875817,37.4402250351617
